"Dataset","Emb. dim","Reg. loss","Class. loss","Batch","Margin","Model","Trained Layers","Whitening","Ind. loss","Epochs","P@1","P@3","P@5","P@10","MAP","Independence","Sparsity"
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",7,0.9399999976158142,0.9599999785423279,0.9580000042915344,0.9549999833106995,0.9729695320129395,0.07604582607746124,0.4846383035182953
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",8,0.9700000286102295,0.9533333778381348,0.9539999961853027,0.9549999833106995,0.9539052844047546,0.07618466019630432,0.48651736974716187
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",9,0.9399999976158142,0.949999988079071,0.9519999623298645,0.9490000009536743,0.9598324298858643,0.07492788881063461,0.48516327142715454
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",10,0.9399999976158142,0.9433333873748779,0.9420000314712524,0.9399999976158142,0.9546257257461548,0.07447732985019684,0.4796244204044342
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",1,1.0,0.9939393401145935,0.996363639831543,0.9236363768577576,0.9404258131980896,0.18049949407577515,0.3954402804374695
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",2,1.0,1.0,1.0,0.9218181371688843,0.9405394792556763,0.20434138178825378,0.2590941786766052
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",3,1.0,1.0,1.0,0.9254544973373413,0.9392937421798706,0.24471227824687958,0.2847460210323334
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",4,1.0,0.9939393401145935,0.996363639831543,0.9254544973373413,0.9420153498649597,0.260333776473999,0.2989861071109772
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",5,1.0,1.0,1.0,0.9254544973373413,0.9402995109558105,0.2855973243713379,0.36266225576400757
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",6,1.0,0.9939393401145935,0.9927272200584412,0.9236363768577576,0.9412743449211121,0.2850738763809204,0.3748261630535126
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",7,1.0,0.9939393401145935,0.996363639831543,0.9218181371688843,0.9417898654937744,0.30559760332107544,0.44408732652664185
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",8,1.0,1.0,1.0,0.9272726774215698,0.9557239413261414,0.3120475709438324,0.44617438316345215
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",9,1.0,0.9939393401145935,0.9890908598899841,0.918181836605072,0.9394387602806091,0.31293731927871704,0.45145562291145325
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",10,1.0,1.0,1.0,0.9254544973373413,0.9268240928649902,0.32466620206832886,0.49518054723739624
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",1,1.0,0.6666666865348816,0.5745454430580139,0.43272724747657776,0.210396870970726,0.08963599801063538,0.4948790669441223
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",2,1.0,0.581818163394928,0.43636366724967957,0.3163636326789856,0.16092942655086517,0.08706537634134293,0.452450692653656
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",3,1.0,0.5575757622718811,0.47272729873657227,0.3490908741950989,0.17193907499313354,0.0866481363773346,0.41751787066459656
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",4,1.0,0.6242424249649048,0.5090909600257874,0.4000000059604645,0.21598230302333832,0.08626361936330795,0.3911108076572418
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",5,1.0,0.7212120890617371,0.6399999856948853,0.5545454025268555,0.39242130517959595,0.08678965270519257,0.3716892600059509
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",6,1.0,0.9333333969116211,0.9272727370262146,0.8545454740524292,0.8286920785903931,0.08858491480350494,0.3706440031528473
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",7,1.0,0.9636363387107849,0.9709091186523438,0.9072726964950562,0.9144464135169983,0.08927591145038605,0.3747366964817047
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",8,1.0,0.9696969985961914,0.970909059047699,0.9127272367477417,0.919011116027832,0.08910615742206573,0.35779300332069397
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",9,1.0,0.9636364579200745,0.978181779384613,0.9218181371688843,0.9367777705192566,0.09037637710571289,0.3684214651584625
"Oxford5k",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",10,1.0,0.9939393401145935,0.9927272200584412,0.921818196773529,0.9358168244361877,0.09027750790119171,0.37744730710983276
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",1,0.36641958355903625,0.23482652008533478,0.1811150759458542,0.1163712590932846,0.13279640674591064,0.07539649307727814,0.5288658142089844
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",2,0.2726393938064575,0.16908368468284607,0.12806960940361023,0.08272639662027359,0.09078589826822281,0.07998490333557129,0.5670216679573059
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",3,0.16274572908878326,0.10538189113140106,0.07850467413663864,0.05368997901678085,0.05449299141764641,0.0826771929860115,0.7441357970237732
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",4,0.02288108319044113,0.019336126744747162,0.01682243123650551,0.012890752404928207,0.010962498374283314,0.1153845489025116,0.8269269466400146
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",5,0.016435706987977028,0.015468901954591274,0.013341927900910378,0.010828230530023575,0.00899556279182434,0.14240610599517822,0.7755203247070312
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",6,0.0070899128913879395,0.005478569306433201,0.005220754537731409,0.004898485727608204,0.004701194353401661,0.24322360754013062,0.8505446910858154
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",7,0.01127940695732832,0.009882909245789051,0.008507895283401012,0.007089913822710514,0.006702893413603306,0.21882212162017822,0.7816113829612732
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",8,0.003867225255817175,0.00461918581277132,0.004511762876063585,0.0038994522765278816,0.004151570610702038,0.2215321958065033,0.9369959235191345
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",9,0.0022558814380317926,0.0018261898076161742,0.0015468900091946125,0.0014502095291391015,0.0023958608508110046,0.2173750400543213,0.8359375
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",10,0.00418949406594038,0.00418949406594038,0.003738317871466279,0.00341604882851243,0.00359336961992085,0.21663230657577515,0.8818385004997253
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",1,0.11311633884906769,0.05919003114104271,0.04286174848675728,0.02687721699476242,0.029387902468442917,0.04653971642255783,0.5080702304840088
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",2,0.06509829312562943,0.03931679204106331,0.02861746773123741,0.018272640183568,0.018635466694831848,0.043031949549913406,0.5292132496833801
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",3,0.0596197210252285,0.03265656903386116,0.024041250348091125,0.016113437712192535,0.016170836985111237,0.04046296328306198,0.5304017663002014
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",4,0.053174346685409546,0.030185841023921967,0.021720916032791138,0.013922009617090225,0.014383326284587383,0.039033789187669754,0.5273339748382568
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",5,0.04447308927774429,0.0265334639698267,0.01946503482758999,0.012085079215466976,0.01232050359249115,0.037986915558576584,0.5235968232154846
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",6,0.043506283313035965,0.024492425844073296,0.01720915362238884,0.010667096823453903,0.011474058963358402,0.036951541900634766,0.5236568450927734
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",7,0.038672253489494324,0.021806854754686356,0.016177892684936523,0.010087013244628906,0.01061357744038105,0.03615518659353256,0.5215326547622681
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",8,0.037705447524785995,0.01847674325108528,0.01437318790704012,0.009087979793548584,0.009517217054963112,0.03560187667608261,0.5199885964393616
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",9,0.035127297043800354,0.018369320780038834,0.013213020749390125,0.008540122769773006,0.009111037477850914,0.03515417501330376,0.5192980170249939
"GoogleLandmarks",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","CorrMatLoss",10,0.030615532770752907,0.01632828451693058,0.011988399550318718,0.007831132039427757,0.008150562644004822,0.034530363976955414,0.5194670557975769
