"Dataset","Emb. dim","Reg. loss","Class. loss","Batch","Margin","Model","Trained Layers","Whitening","Ind. loss","Epochs","P@1","P@3","P@5","P@10","MAP","Independence","Sparsity"
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",11,0.9700000286102295,0.9733333587646484,0.968000054359436,0.9649999737739563,0.9619240760803223,0.2706597149372101,0.5416670441627502
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",12,0.949999988079071,0.9433333873748779,0.9480000138282776,0.9489999413490295,0.949698269367218,0.2717956602573395,0.5259694457054138
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",13,0.9700000286102295,0.9600000977516174,0.965999960899353,0.9609999656677246,0.9677167534828186,0.2718049883842468,0.5463222861289978
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",14,0.9599999785423279,0.9599999785423279,0.9580000042915344,0.950999915599823,0.9660233855247498,0.270311564207077,0.534473180770874
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","",15,0.949999988079071,0.949999988079071,0.9479999542236328,0.9490000009536743,0.9638746380805969,0.2737107574939728,0.5253688097000122
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",1,0.33000001311302185,0.33666667342185974,0.3279999792575836,0.30799999833106995,0.1460404247045517,0.097514808177948,0.4894852936267853
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",2,0.49000000953674316,0.4300000071525574,0.4179999828338623,0.41099998354911804,0.21584469079971313,0.14237302541732788,0.49937936663627625
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",3,0.36000001430511475,0.3700000047683716,0.335999995470047,0.3410000205039978,0.19536903500556946,0.15025025606155396,0.5078074932098389
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",4,0.33000001311302185,0.3200000524520874,0.3279999792575836,0.3230000436306,0.1736220121383667,0.13878966867923737,0.4927092492580414
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",5,0.25999999046325684,0.20666667819023132,0.21000002324581146,0.2120000123977661,0.13419829308986664,0.127101868391037,0.5029860734939575
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",6,0.2800000011920929,0.27000001072883606,0.25600001215934753,0.25599998235702515,0.159031480550766,0.12749594449996948,0.4952563941478729
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",7,0.09000000357627869,0.08666667342185974,0.09399999678134918,0.09800000488758087,0.10002616792917252,0.48150405287742615,0.4861217737197876
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",8,0.14000000059604645,0.1133333370089531,0.11800000071525574,0.10700000822544098,0.10095329582691193,0.5790194869041443,0.4891815483570099
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",9,0.07000000029802322,0.05999999865889549,0.09399999678134918,0.08900000900030136,0.09954473376274109,0.48973509669303894,0.49686750769615173
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",10,0.10000000149011612,0.09333334118127823,0.10200000554323196,0.10299999266862869,0.10019981116056442,0.5886889100074768,0.5200535655021667
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",11,0.10999999940395355,0.10333333909511566,0.09600000083446503,0.0949999988079071,0.1010226458311081,0.5864070653915405,0.5080124735832214
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",12,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10016418248414993,0.6297784447669983,0.5077975392341614
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",13,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10016359388828278,0.6225368976593018,0.49167299270629883
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",14,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10016359388828278,0.6358667016029358,0.5126953125
"CIFAR10",1024,"","Enable","10/10",0.2,"ResNet18","All","Disable","NegApproxLoss1",15,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10016359388828278,0.7191691994667053,0.4833984375
