"Dataset","Emb. dim","Reg. loss","Class. loss","Batch","Margin","Model","Trained Layers","Whitening","Ind. loss","Epochs","P@1","P@3","P@5","P@10","MAP","Independence","Sparsity"
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss1",13,0.9700000286102295,0.9733333587646484,0.9740000367164612,0.9750000238418579,0.9812328815460205,0.27163025736808777,0.4572196304798126
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss1",14,0.9700000286102295,0.9633333683013916,0.9619999527931213,0.9630000591278076,0.9742039442062378,0.2718740999698639,0.4596530497074127
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss1",15,0.949999988079071,0.9433333873748779,0.9419999718666077,0.9440000057220459,0.960635781288147,0.2698843479156494,0.46468836069107056
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss1",16,0.9599999785423279,0.9599999785423279,0.965999960899353,0.9639999866485596,0.9644395709037781,0.2697303891181946,0.43350741267204285
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss1",17,0.9599999785423279,0.9599999785423279,0.9620000720024109,0.965999960899353,0.9689909219741821,0.26994943618774414,0.43136048316955566
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss1",18,0.9800000190734863,0.9633333683013916,0.965999960899353,0.9670000672340393,0.9746385216712952,0.2697834074497223,0.4187300205230713
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss1",19,0.949999988079071,0.9466667175292969,0.9480000138282776,0.9490000009536743,0.9694386124610901,0.26949602365493774,0.41607916355133057
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss1",20,0.9599999785423279,0.9633333683013916,0.9619999527931213,0.9619999527931213,0.9745190143585205,0.2705596387386322,0.4156888723373413
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",1,0.8600000143051147,0.8799999952316284,0.8760000467300415,0.8610000014305115,0.7435096502304077,0.19080282747745514,0.42959079146385193
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",2,0.9300000071525574,0.9233333468437195,0.9219998717308044,0.9259999990463257,0.8744770288467407,0.23657441139221191,0.24692820012569427
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",3,0.9700000286102295,0.9666666984558105,0.9639999866485596,0.9639999270439148,0.9431359767913818,0.2680976092815399,0.3338189423084259
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",4,0.9300000071525574,0.9333333373069763,0.9360000491142273,0.937000036239624,0.9367640018463135,0.2701044976711273,0.3807279169559479
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",5,0.9900000095367432,0.9833333492279053,0.9820000529289246,0.9780000448226929,0.9652240872383118,0.27140969038009644,0.41820716857910156
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",6,0.9800000190734863,0.9666666388511658,0.9679999351501465,0.9649999737739563,0.9611396789550781,0.27010661363601685,0.4584510326385498
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",7,0.9300000071525574,0.93666672706604,0.9280000329017639,0.9309999942779541,0.94451504945755,0.27293044328689575,0.4683862030506134
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",8,0.9100000262260437,0.9166667461395264,0.9220000505447388,0.9259999990463257,0.9419664144515991,0.2701987028121948,0.48147696256637573
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",9,0.949999988079071,0.9433333873748779,0.9440000057220459,0.9430000185966492,0.9596832990646362,0.2718105912208557,0.48397597670555115
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",10,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9589999914169312,0.9608418345451355,0.27036869525909424,0.48312851786613464
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",11,0.9399999976158142,0.93666672706604,0.9339999556541443,0.937000036239624,0.9519550800323486,0.2701979875564575,0.4987781345844269
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",12,0.9300000071525574,0.9266667366027832,0.9280000329017639,0.9280000329017639,0.9487143158912659,0.2697851061820984,0.5020995736122131
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",13,0.9300000071525574,0.93666672706604,0.9419999718666077,0.9419999718666077,0.9570491909980774,0.27105993032455444,0.5092175602912903
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",14,0.949999988079071,0.949999988079071,0.9519999623298645,0.9539999961853027,0.9583738446235657,0.2684364318847656,0.511678159236908
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",15,0.949999988079071,0.9533332586288452,0.9579999446868896,0.9580000042915344,0.9688192009925842,0.2700892388820648,0.513241171836853
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",16,0.9599999785423279,0.9599999785423279,0.9580000042915344,0.9589999914169312,0.9664167761802673,0.26980289816856384,0.5054391026496887
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",17,0.9399999976158142,0.9399999976158142,0.9440000057220459,0.9430000185966492,0.9613374471664429,0.2693004012107849,0.49917125701904297
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",18,0.9599999785423279,0.9599999785423279,0.9620000720024109,0.9649999737739563,0.9743948578834534,0.2685241103172302,0.5027177333831787
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",19,0.9399999976158142,0.9399999380111694,0.940000057220459,0.9399999976158142,0.9500635266304016,0.2693285048007965,0.4846017062664032
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","NegApproxLoss2",20,0.9599999785423279,0.9533333778381348,0.9539999961853027,0.9549999833106995,0.9625217318534851,0.2684842348098755,0.5119220018386841
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",1,0.5799999833106995,0.5733333826065063,0.5719999670982361,0.5520000457763672,0.29075613617897034,0.22357365489006042,0.4790346324443817
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",2,0.6600000262260437,0.5699999928474426,0.5580000281333923,0.534000039100647,0.21518558263778687,0.47220534086227417,0.4064922332763672
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",3,0.5400000214576721,0.46000000834465027,0.4139999747276306,0.38600003719329834,0.15438637137413025,0.47744935750961304,0.402042955160141
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",4,0.36000001430511475,0.3566667139530182,0.33000001311302185,0.3199999928474426,0.14260926842689514,0.4291943907737732,0.40408533811569214
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",5,0.14000000059604645,0.10333333164453506,0.10400000214576721,0.1119999960064888,0.10334201157093048,0.4442170560359955,0.4010394811630249
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",6,0.10999999940395355,0.12666666507720947,0.12800000607967377,0.11699999868869781,0.10598689317703247,0.63365238904953,0.4034533202648163
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",7,0.11999999731779099,0.12999999523162842,0.13199999928474426,0.125,0.10973960161209106,0.5009618401527405,0.40691351890563965
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",8,0.09000000357627869,0.0833333283662796,0.1080000028014183,0.1210000067949295,0.10373058915138245,0.5816496014595032,0.41014233231544495
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",9,0.12999999523162842,0.10333333909511566,0.1300000101327896,0.11999999731779099,0.10398092865943909,0.6275141835212708,0.40915247797966003
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",10,0.14000000059604645,0.12666666507720947,0.11399999260902405,0.11400000751018524,0.10307985544204712,0.566490650177002,0.4108206331729889
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",11,0.10999999940395355,0.10999999940395355,0.10599999129772186,0.11899999529123306,0.10191235691308975,0.6403132677078247,0.4101547598838806
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",12,0.11999999731779099,0.12999999523162842,0.12399999797344208,0.12000001221895218,0.10596343874931335,0.580557107925415,0.41426485776901245
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",13,0.10999999940395355,0.12666666507720947,0.12800000607967377,0.11899999529123306,0.101603202521801,0.6262286901473999,0.4082067310810089
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",14,0.14000000059604645,0.11999999731779099,0.11799999326467514,0.11600000411272049,0.10305237770080566,0.6725677251815796,0.4159975051879883
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",15,0.10000000149011612,0.09666667133569717,0.10600000619888306,0.10000000149011612,0.10073833167552948,0.630423903465271,0.41406136751174927
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",16,0.20000000298023224,0.18000000715255737,0.1599999964237213,0.15199999511241913,0.10232652723789215,0.691154956817627,0.4169812500476837
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",17,0.05999999865889549,0.09333333373069763,0.08799999952316284,0.1080000102519989,0.10210875421762466,0.7781751751899719,0.4179595708847046
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",18,0.18000000715255737,0.11000000685453415,0.10599999129772186,0.10600000619888306,0.0998908132314682,0.5845828056335449,0.4169953167438507
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",19,0.09000000357627869,0.11666666716337204,0.10400000214576721,0.10499999672174454,0.10051229596138,0.6860437393188477,0.4140627682209015
"CIFAR10",1024,"","Enable","10/40",0.2,"ResNet18","All","Disable","KurtosisLoss",20,0.18000000715255737,0.14666667580604553,0.14399999380111694,0.12400001287460327,0.1019371971487999,0.7828357219696045,0.4160116910934448
