"Dataset","Emb. dim","Reg. loss","Class. loss","Batch","Margin","Model","Trained Layers","Whitening","Ind. loss","Epochs","P@1","P@3","P@5","P@10","MAP","Independence","Sparsity"
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",6,1.0,0.9939393997192383,0.996363639831543,0.923636257648468,0.9333075881004333,0.30521535873413086,0.3972855806350708
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",7,1.0,1.0,1.0,0.9254544973373413,0.9513742327690125,0.31305038928985596,0.41869285702705383
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",8,1.0,1.0,0.996363639831543,0.9254544973373413,0.9619976878166199,0.32200074195861816,0.4709099531173706
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",9,1.0,1.0,1.0,0.9254544973373413,0.9481475353240967,0.31968510150909424,0.45618271827697754
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",10,1.0,1.0,1.0,0.9254544973373413,0.947791576385498,0.32224398851394653,0.4780973792076111
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",11,1.0,1.0,0.996363639831543,0.9236363768577576,0.9490647315979004,0.3255743086338043,0.49351516366004944
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",12,1.0,0.9878787398338318,0.9854545593261719,0.9127272367477417,0.9469797015190125,0.32998061180114746,0.5072873830795288
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",13,1.0,0.9939393401145935,0.996363639831543,0.9254544973373413,0.9413764476776123,0.3336048722267151,0.518019437789917
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",14,1.0,1.0,1.0,0.9254544973373413,0.9421170949935913,0.3297727704048157,0.5227059125900269
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",15,1.0,0.9939393401145935,0.996363639831543,0.9218181371688843,0.9433821439743042,0.3348942697048187,0.5355004668235779
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",16,1.0,1.0,1.0,0.9254544973373413,0.9599215984344482,0.33602839708328247,0.5370124578475952
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",17,1.0,1.0,1.0,0.9272726774215698,0.9615787267684937,0.3349098265171051,0.5461365580558777
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",18,1.0,1.0,1.0,0.9272726774215698,0.9387010335922241,0.3372199535369873,0.5543867945671082
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",19,1.0,0.9939393401145935,0.996363639831543,0.9254544973373413,0.9430447816848755,0.33546823263168335,0.5510033369064331
"Oxford5k",1024,"L1","Enable","10/10",0.2,"ResNet18","All","Disable","",20,1.0,1.0,1.0,0.9272726774215698,0.9485594034194946,0.3367542624473572,0.5617741346359253
